data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7917872,231,ETH6723,6723,4/23/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,South Gondar,Debre Tabor town,Debre Tabor,11.85,38.0166,1,Amhara Media Corporation,Subnational,"On 23 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Debre Tabor (South Gondar, Amhara). Protesters carried slogans urging the government to fulfill its responsibility to ensure the safety of citizens. [size=no report]",0,1619476352,ETH
7917875,231,ETH6724,6724,4/23/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,East Gojam,Dejen town,Dejen,10.1667,38.1452,1,Amhara Media Corporation,Subnational,"On 23 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Dejen (East Gojam, Amhara). Protesters carried slogans urging the government to fulfill its responsibility to ensure the safety of citizens. [size=no report]",0,1619476352,ETH
7917877,231,ETH6728,6728,4/23/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,Awi,Guagusa Shikudad,Tilili,10.8551,37.0206,1,Amhara Media Corporation,Subnational,"On 23 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Tilili (Awi, Amhara). Protesters carried slogans urging the government to fulfill its responsibility to ensure the safety of citizens. [size=no report]",0,1619476352,ETH
7917880,231,ETH6721,6721,4/23/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,North Gondar,Debark town,Debark,13.1561,37.8981,1,Amhara Media Corporation,Subnational,"On 23 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Debark (North Gondar, Amhara). Protesters carried slogans urging the government to fulfill its responsibility to ensure the safety of citizens. [size=no report]",0,1619476352,ETH
7917884,231,ETH6718,6718,4/23/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,Awi,Fagta Lakoma,Addis Kidame,11.082,36.8862,1,Amhara Media Corporation,Subnational,"On 23 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Addis Kidame (Awi, Amhara). Protesters carried slogans urging the government to fulfill its responsibility to ensure the safety of citizens. [size=no report]",0,1619476352,ETH
7917889,231,ETH6722,6722,4/23/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,North Shewa,Debre Berhan town,Debre Birhan,9.6719,39.531,1,Amhara Media Corporation,Subnational,"On 23 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Debre Birhan (North Welo, Amhara). Protesters carried slogans urging the government to fulfill its responsibility to ensure the safety of citizens. [size=no report]",0,1619476352,ETH
7917891,231,ETH6726,6726,4/23/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,Awi,Injibara town,Injibara,11,36.9167,1,Amhara Media Corporation,Subnational,"On 23 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Injibara (Awi, Amhara). Protesters carried slogans urging the government to fulfill its responsibility to ensure the safety of citizens. [size=no report]",0,1619476352,ETH
7917892,231,ETH6720,6720,4/23/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,Awi,Dangila town,Dangila,11.2667,36.8333,1,Amhara Media Corporation,Subnational,"On 23 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Dangila (Awi, Amhara). Protesters carried slogans urging the government to fulfill its responsibility to ensure the safety of citizens. [size=no report]",0,1619476352,ETH
7917893,231,ETH6725,6725,4/23/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,Central Gondar,Gonder town,Gonder,12.6,37.4667,1,Amhara Media Corporation,Subnational,"On 23 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Gonder city (Central Gonder, Amhara). [size=no report]",0,1619476352,ETH
7917895,231,ETH6719,6719,4/23/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,West Gojam,Bure town,Bure,10.7,37.067,1,Amhara Media Corporation,Subnational,"On 23 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Bure (Awi, Amhara). Protesters carried slogans urging the government to fulfill its responsibility to ensure the safety of citizens. [size=no report]",0,1619476352,ETH
7917896,231,ETH6727,6727,4/23/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,South Gondar,Nefas Mewicha town,Nefas Mewcha,11.7333,38.4666,1,Amhara Media Corporation,Subnational,"On 23 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Nefas Mewcha (South Gondar, Amhara). Protesters carried slogans urging the government to fulfill its responsibility to ensure the safety of citizens. [size=no report]",0,1619476352,ETH
7917888,231,ETH6717,6717,4/22/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,Central Gondar,Gonder town,Gonder,12.6,37.4667,1,Amhara Media Corporation,Subnational,"On 22 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Gonder city (Central Gonder, Amhara). [size=no report]",0,1619476352,ETH
7918473,231,ETH6716,6716,4/22/21,2021,1,Riots,Violent demonstration,Rioters (Ethiopia),Amhara Ethnic Group (Ethiopia),5,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Unidentified Communal Militia (Ethiopia),1,15,Eastern Africa,Ethiopia,Amhara,West Gojam,Bahir Dar town,Bahir Dar,11.6,37.3833,1,Undisclosed Source,Local partner-Other,"On 22 April 2021, for a second day hundreds of demonstrators gathered in Bahir Dar to denounce the killing of ethnic Amhara in Ethiopia blocked roads and clashed with police in Bahir Dar town. Local militia fired in the air to disperse crowds. [size=hundreds]",0,1619476353,ETH
7917869,231,ETH6711,6711,4/21/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,North Wello,Wadla,Kon,11.6073,38.9311,1,Amhara Media Corporation,Subnational,"On 21 April 2021, protests that started in Dessie spread to Kon (North Welo, Amhara) with protesters denouncing the government's inability to control violence and the killing of ethnic Amhara in areas across the country. [size=no report]",0,1619476352,ETH
7917876,231,ETH6715,6715,4/21/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,North Wello,Woldiya town,Weldiya,11.8277,39.5916,1,Amhara Media Corporation,Subnational,"On 21 April 2021, protests that started in Dessie spread to Weldiya (North Wello, Amhara) with protesters denouncing the government's inability to control violence and the killing of ethnic Amhara in areas across the country. [size=no report]",0,1619476352,ETH
7917879,231,ETH6705,6705,4/21/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,East Gojam,Debre Markos town,Debre Markos,10.35,37.7333,1,Amhara Media Corporation,Subnational,"On 21 April 2021, protests that started in Dessie spread to Debre Markos (East Gojam, Amhara) with protesters denouncing the government's inability to control violence and the killing of ethnic Amhara in areas across the country. [size=no report]",0,1619476352,ETH
7917881,231,ETH6707,6707,4/21/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,West Gojam,Finote Selam town,Finote Selam,10.7,37.2667,1,Amhara Media Corporation,Subnational,"On 21 April 2021, protests that started in Dessie spread to Finote Selam (West Gojam, Amhara) with protesters denouncing the government's inability to control violence and the killing of ethnic Amhara in areas across the country. [size=no report]",0,1619476352,ETH
7917882,231,ETH6712,6712,4/21/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,North Wello,Lalibela town,Lalibela,12.0333,39.0333,1,Amhara Media Corporation,Subnational,"On 21 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Lalibela (North Wello, Amhara). [size=no report]",0,1619476352,ETH
7917885,231,ETH6708,6708,4/21/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Christian Group (Ethiopia); Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,Central Gondar,Gonder town,Gonder,12.6,37.4667,1,Amhara Media Corporation,Subnational,"On 21 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Gonder city. Many protesters gathered at or around the church for a prayer demonstration. (Central Gonder, Amhara). [size=no report]",0,1619476352,ETH
7917886,231,ETH6704,6704,4/21/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,North Shewa,Debre Berhan town,Debre Birhan,9.6719,39.531,1,Amhara Media Corporation,Subnational,"On 21 April 2021, for the second day, demonstrations against violent attacks and displacement of Amharas were held in Debre Birhan (North Shewa, Amhara). [size=no report]",0,1619476352,ETH
7917894,231,ETH6706,6706,4/21/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,North Wello,Wadla,Filakit Geregera,11.6702,38.7995,2,Amhara Media Corporation,Subnational,"On 21 April 2021, protests that started in Dessie spread to Wadla (North Welo, Amhara) [coded to Filakit Geregera] with protesters denouncing the government's inability to control violence and the killing of ethnic Amhara in areas across the country. [size=no report]",0,1619476352,ETH
7917907,231,ETH6714,6714,4/21/21,2021,2,Riots,Violent demonstration,Rioters (Ethiopia),Miners (Ethiopia),5,Unidentified Armed Group (Ethiopia),,3,35,Eastern Africa,Ethiopia,Oromia,West Wellega,Nejo town,Nejo,9.5,35.5,2,BBC News,International,"Around 21 April 2021 (week of), 5,000 illegal miners around the Nejo town (West Wolega, Oromia) gathered in a 'violent riot' after local leaders attempted to meet with them to discuss illegal mining activity in the area. Shots were fired by an unidentified party and three people were killed, with an unspecified number of others injured. [size=5,000 people]",3,1619476352,ETH
7917908,231,ETH6702,6702,4/21/21,2021,2,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Police Forces of Ethiopia (2018-),,1,13,Eastern Africa,Ethiopia,Benshangul/Gumuz,Kemashi,Sedal,Abatimbo el Gumas,10.5698,35.1325,2,BBC News,International,"Around 21 April 2021 (week of), unidentified armed gunmen attacked a police station in Mersho kebele (Sedal, Benishangul-Gumz. Location could not be found, coded to Abatimbo el Gumas, Sedal, a central location). Attackers killed the police chief and three other civilians.",4,1619476352,ETH
7918439,231,ETH6709,6709,4/21/21,2021,2,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),OLF: Oromo Liberation Front (Shane Splinter),4,Amhara Ethnic Militia (Ethiopia),,4,44,Eastern Africa,Ethiopia,Oromia,East Wellega,Gida Ayana,Gutin,9.5647,36.632,2,Undisclosed Source,Local partner-Other,"Around 21 April 2021 (week of), clashes continued in areas surrounding Gutin, including Mender 8, Mender 9, Mender 10, and Arkumbi vicinities between Amhara and Oromo communal militias, with OLF-Shane militants reportedly siding with the Oromo militia. An unspecified number of Amhara civilians were killed during the clashes and in ethnic attacks that occured (coded separately). Unknown fatalities in an active conflict zone coded as 10.",10,1619476353,ETH
7918440,231,ETH6710,6710,4/21/21,2021,2,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter),,3,Civilians (Ethiopia),,7,37,Eastern Africa,Ethiopia,Oromia,East Wellega,Gida Ayana,Gutin,9.5647,36.632,2,Undisclosed Source,Local partner-Other,"Around 21 April 2021 (week of), ethnic Amhara civilians residing in areas outside of Gutin, including Mender 8, Mender 9, Mender 10, and Arkumbi vicinities were attacked by suspected OLF-Shane militants. Unknown fatalities coded as 3.",3,1619476353,ETH
7918474,231,ETH6703,6703,4/21/21,2021,1,Riots,Violent demonstration,Rioters (Ethiopia),Amhara Ethnic Group (Ethiopia),5,,,0,50,Eastern Africa,Ethiopia,Amhara,West Gojam,Bahir Dar town,Bahir Dar,11.6,37.3833,1,Undisclosed Source,Local partner-Other,"On 21 April 2021, rioters gathered in Bahir dar to denounce the killing of ethnic Amhara in areas of Oromia, Metekel, and Amhara regions; tearing down Prosperity Party signs and lighting them on fire. No injuries were reported. [size=hundreds]",0,1619476353,ETH
7917814,231,ETH6713,6713,4/21/21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),NaMA: National Movement of Amhara,7,37,Eastern Africa,Ethiopia,Amhara,West Gondar,Metema,Metema,12.9521,36.1563,1,Addis Standard,National,"On 21 April 2021, a candidate for the National Movement of the Amhara (NAMA) was killed by unidentified armed gunmen in Metema (West Gondar, Amhara region).",1,1619476352,ETH
7917871,231,ETH6701,6701,4/20/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,North Wello,Woldiya town,Weldiya,11.8277,39.5916,1,Amhara Media Corporation,Subnational,"On 20 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Weldiya (North Wollo, Amhara). [size=no report]",0,1619476352,ETH
7917873,231,ETH6699,6699,4/20/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,South Wello,Dessie town,Dessie,11.1333,39.6333,1,Amhara Media Corporation,Subnational,"On 20 April 2021, for the second day, demonstrations against violent attacks and displacement of Amharas were held in Dessie (South Wello, Amhara). [size=no report]",0,1619476352,ETH
7917874,231,ETH6698,6698,4/20/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,East Gojam,Debre Markos town,Debre Markos,10.35,37.7333,1,Amhara Media Corporation,Subnational,"On 20 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Debre Markos (East Gojam, Amhara). [size=no report]",0,1619476352,ETH
7917883,231,ETH6700,6700,4/20/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,South Wello,Kombolcha town,Kombolcha,11.0816,39.7434,1,Amhara Media Corporation,Subnational,"On 20 April 2021, for the second day, demonstrations against violent attacks and displacement of Amharas were held in Kombolcha (South Wello, Amhara). [size=no report]",0,1619476352,ETH
7917890,231,ETH6697,6697,4/20/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,West Gojam,Bahir Dar town,Bahir Dar,11.6,37.3833,1,Amhara Media Corporation,Subnational,"On 20 April 2021, demonstrations against violent attacks and displacement of Amharas were held in Bahir Dar (West Gojam, Amhara). [size=no report]",0,1619476352,ETH
7917878,231,ETH6695,6695,4/19/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,East Gojam,Debre Markos town,Debre Markos,10.35,37.7333,1,Amhara Media Corporation,Subnational,"On 19 April 2021, protesters gathered in Debre Markos (East Gojjam), denouncing the federal government's inability to stop ethnic attacks on Amhara civilians. Demonstrations were triggered by events in Ataye, Shewa zone, where hundreds of people have been displaced by recent fighting. [size=no report]",0,1619476352,ETH
7917706,231,ETH6694,6694,4/19/21,2021,1,Battles,Non-state actor overtakes territory,Gumuz People's Democratic Movement,,3,Unidentified Communal Militia (Ethiopia),,4,34,Eastern Africa,Ethiopia,Benshangul/Gumuz,Kemashi,Sedal,Abatimbo el Gumas,10.5698,35.1325,2,BBC News; Ethiopia Human Rights Commission,Other-International,"On 19 April 2021, an unidentified armed group took 'nearly full control' of Sedal woreda (Kamashi zone of Benishangul-Gumz) [coded to Abatimbo el Gumas]. An unspecified number of local miltia and civilians were killed by the attackers, and public officials kidnapped. Woreda authorities later specified that the capital city of Diza had been taken by rebels. Unspecified fatalities coded as 3.",3,1619476351,ETH
7917707,231,ETH6696,6696,4/19/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60,Eastern Africa,Ethiopia,Amhara,South Wello,Dessie town,Dessie,11.1333,39.6333,1,BBC News; Amhara Media Corporation,Subnational-International,"On 19 April 2021, protesters gathered in Dessie town (South Wollo, Amhara region) to denounce the killing of ethnic Amhara in Ataye, West Oromia, and Benishangul-Gumz region. [size=no report]",0,1619476351,ETH
7918009,231,ETH6729,6729,4/18/21,2021,1,Strategic developments,Headquarters or base established,Military Forces of Ethiopia (2018-),,1,,,0,10,Eastern Africa,Ethiopia,Amhara,North Shewa,Ataye town,Ataye Town,10.3409,39.9564,3,EBC,National,"On 18 April 2021, the Ethiopian military established a command post in the North Shewa, South Welo, and Oromo special zone of Amhara region in response to ongoing violence in the area. Location coded to central fighting area Ataye Town (North Shewa, Amhara).",0,1619476352,ETH
7917813,231,ETH6693,6693,4/18/21,2021,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Eastern Africa,Ethiopia,Addis Ababa,Region 14,Lideta,Lideta,9.0088,38.7329,1,Addis Ababa Police Commission,Subnational,"On 18 April 2021, a grenade explosion in Lideta subcity of Addis Ababa killed two people and wounded a third. No further information.",2,1619476352,ETH
7917887,231,ETH6692,6692,4/17/21,2021,1,Violence against civilians,Attack,Oromo Ethnic Militia (Ethiopia),OLF: Oromo Liberation Front (Shane Splinter Faction),4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47,Eastern Africa,Ethiopia,Amhara,North Shewa,Shoa Robit,Shewa Robit,9.9898,39.8956,1,Amhara Media Corporation,Subnational,"On 17 April 2021, Oromi militias and associated OLF-Shane forces attacked Amhara civilians in Shewa Robit, killing an unspecified number. Unspecified fatalities in an active conflict zone coded as 10.",10,1619476352,ETH
7918341,231,ETH6687,6687,4/16/21,2021,1,Violence against civilians,Attack,Oromo Ethnic Militia (Ethiopia),OLF: Oromo Liberation Front (Shane Splinter Faction),4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47,Eastern Africa,Ethiopia,Amhara,North Shewa,Ataye town,Ataye Town,10.3409,39.9564,1,Reuters,International,"On 16 April 2021, Amhara Liyu police, Ethiopian National Defence forces, and Amhara militias reportedly re-gained control over Ataye town after clashing with Oromo militias and associated OLF-Shane fighters (coded separately). According to some sources, Oromo militias and associated OLF-Shane forces killed 18 ethnic Amhara civilians during the violence.",18,1619476353,ETH
7875087,231,ETH6653,6653,4/16/21,2021,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Police Forces of Ethiopia (2018-); Civilians (Ethiopia); Labour Group (Ethiopia),1,15,Eastern Africa,Ethiopia,Amhara,West Gojam,Finote Selam town,Finote Selam,10.7,37.2667,1,Addis Standard,National,"On 16 April 2021, rioters clashed with police and Amhara regional special forces in Finote Selam (West Gojam, Amhara), killing one police officer and wounding another. A truck driver was injured when rioters lit his vehicle on fire in the same area. Rioters gathered to denounce the killing of ethnic Amhara in West Oromia. [size=no report]",1,1618857530,ETH
7917870,231,ETH6656,6656,4/16/21,2021,1,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),OLF: Oromo Liberation Front (Shane Splinter),4,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Unidentified Communal Militia (Ethiopia),1,14,Eastern Africa,Ethiopia,Amhara,North Shewa,Shoa Robit,Shewa Robit,9.9898,39.8956,1,Amhara Media Corporation,Subnational,"On 16 April 2021, Oromo militias and suspected OLF-Shane militants attacked the prison in Shewa Robit town (North Shewa, Amhara), sparking clashes with Amhara region special police. Unspecified fatalities were reported and coded as 3.",3,1619476352,ETH
7917905,231,ETH6689,6689,4/16/21,2021,2,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),OLF: Oromo Liberation Front (Shane Splinter Faction),4,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,,1,14,Eastern Africa,Ethiopia,Amhara,North Shewa,Menze Mama Midir,Kewet,10.1662,39.7446,1,BBC News,International,"Around 16 April 2021 (week of), clashes resumed between Oromo militias and suspected OLF-Shane forces and Amhara regional special police in Kewet (North Shewa, Amhara). An unspecified number of people were killed in the clashes, unknown fatalities in an active conflict zone coded as 10.",10,1619476352,ETH
7917906,231,ETH6652,6652,4/16/21,2021,1,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),OLF: Oromo Liberation Front (Shane Splinter),4,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Unidentified Communal Militia (Ethiopia),1,14,Eastern Africa,Ethiopia,Amhara,North Shewa,Ataye town,Ataye Town,10.3409,39.9564,1,BBC News,International,"On 16 April 2021, heavily armed Oromo militias and suspected OLF-Shane militants entered Antsokia (North Shewa, Amhara), Karakore, and Ataye town, sparking clashes with Amhara regional special forces. OLF-Shane forces reportedly managed to briefly take control of the prison in Ataye, releasing prisoners. Unspecified fatalities were reported and coded as 3.",3,1619476352,ETH
7917910,231,ETH6655,6655,4/16/21,2021,1,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),OLF: Oromo Liberation Front (Shane Splinter),4,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Unidentified Communal Militia (Ethiopia),1,14,Eastern Africa,Ethiopia,Amhara,North Shewa,Eferatana Gidem,Karakore,10.4233,39.9332,2,BBC News,International,"On 16 April 2021, heavily armed Oromo militias entered Antsokia (coded separately), Karakore (North Shewa, Amhara) and Ataye town (coded separately), sparking clashes with Amhara regional special forces. Unspecified fatalities were reported and coded as 3.",3,1619476352,ETH
7917912,231,ETH6686,6686,4/16/21,2021,1,Violence against civilians,Attack,Oromo Ethnic Militia (Ethiopia),OLF: Oromo Liberation Front (Shane Splinter Faction),4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47,Eastern Africa,Ethiopia,Amhara,North Shewa,Ataye town,Ataye Town,10.3409,39.9564,2,BBC News,International,"On 16 April 2021, Oromo militias and suspected OLF-Shane militants attacked Amhara residents of Kuribri Kebele (location could not be found, coded to Ataye Town, North Shewa with a precision of 2), killing 11 people.",11,1619476352,ETH
7917913,231,ETH6654,6654,4/16/21,2021,1,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),OLF: Oromo Liberation Front (Shane Splinter),4,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Unidentified Communal Militia (Ethiopia),1,14,Eastern Africa,Ethiopia,Amhara,North Shewa,Antsokiya,Iruf Kolemo,10.4943,39.8652,2,BBC News,International,"On 16 April 2021, heavily armed Oromo militias entered Antsokia (North Shewa, Amhara) [coded as Iruf Kolemo], Karakore, and Ataye town, sparking clashes with Amhara regional special forces. Unspecified fatalities were reported and coded as 3.",3,1619476352,ETH
7917915,231,ETH6690,6690,4/16/21,2021,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,,1,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia); Labour Group (Ethiopia),7,17,Eastern Africa,Ethiopia,Amhara,Oromia,Jilye Tumuga,Senbete,10.3069,39.9885,2,BBC News,International,"On 16 April 2021, Amhara regional special police shot and killed an ethnic Oromo shopkeeper in Jile Dumuga (Oromo special zone, Amhara region; location not found, coded instead to Senbete which is nearby), sparking intense clashes in the area. 18 people were killed in the ensuing clashes (coded separately).",1,1619476352,ETH
7917917,231,ETH6691,6691,4/16/21,2021,1,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),OLF: Oromo Liberation Front (Shane Splinter Faction),4,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,,1,14,Eastern Africa,Ethiopia,Amhara,Oromia,Jilye Tumuga,Senbete,10.3069,39.9885,2,BBC News,International,"On 16 April 2021, at least 18 people were killed in clashes in Jile Dumuga (Oromo special zone, Amhara region; location could not be found, location coded to Senbete which is nearby) between Oromo militias, associated OLF-Shane militants, and Amhara regional special police. The clashes were prompted by the killing of an ethnic Oromo shopkeeper by Amhara regional special police.",18,1619476352,ETH
7917705,231,ETH6684,6684,4/16/21,2021,1,Battles,Government regains territory,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Military Forces of Ethiopia (2018-); Amhara Ethnic Militia (Ethiopia),1,Oromo Ethnic Militia (Ethiopia),OLF: Oromo Liberation Front (Shane Splinter Faction),4,14,Eastern Africa,Ethiopia,Amhara,North Shewa,Ataye town,Ataye Town,10.3409,39.9564,1,Addis Standard; Reuters,National-International,"On 16 April 2021, Amhara Liyu police, Ethiopian National Defence forces, and Amhara militias reportedly re-gained control over Ataye town (Amhara) after clashing with Oromo militias and associated OLF-Shane fighters. The Oromo forces had taken control of the town on 19 March 2021. At least 14 Amhara regional special force policemen were killed during battles.",14,1619476351,ETH
7917819,231,ETH6688,6688,4/16/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60,Eastern Africa,Ethiopia,Somali,Fafan,Jigjiga town,Jijiga,9.35,42.8,1,Addis Standard,National,"On 16 April 2021, residents of Somali region protested outside of the Somali regional branch office of immigration in Jijiga (Fafan, Somali), denouncing bureaucracy and corruption associated with the process of attaining travel documents. [size=no report]",0,1619476352,ETH
7917820,231,ETH6685,6685,4/16/21,2021,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Military Forces of Ethiopia (2018-); Amhara Ethnic Militia (Ethiopia),1,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,17,Eastern Africa,Ethiopia,Amhara,North Shewa,Ataye town,Ataye Town,10.3409,39.9564,1,Addis Standard,National,"On 16 April 2021, Amhara Liyu police, Ethiopian National Defence forces, and Amhara militias reportedly killed 11 ethnic Oromo and injured 19 more after re-taking control over Ataye town (Amhara).",11,1619476352,ETH
7918010,231,ETH6683,6683,4/15/21,2021,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60,Eastern Africa,Ethiopia,Oromia,Jimma,Jimma town,Jima,7.6667,36.8333,1,EBC,National,"On 15 April 2021, residents of Jima town demonstrated against OLF-Shane militants, denouncing the militants' use of a nearby forest to commit killings and stage attacks. [size=no report]",0,1619476352,ETH
7875395,231,ETH6650,6650,4/14/21,2021,1,Violence against civilians,Attack,Military Forces of Eritrea (1993-),,8,Civilians (Ethiopia),,7,78,Eastern Africa,Ethiopia,Tigray,Central Tigray,Adwa town,Adwa,14.1635,38.8992,1,Reuters,International,"On 14 April 2021, Eritrean soldiers fired on civilians in Adwa town (Central, Tigray), killing 9 people and wounding 'dozens' more. Ethiopian soldiers intervened to stop the attack (coded separately).",9,1618857530,ETH
